1058.8260228662018, 0.013826231684230531
1231.680725576895, 0.022523236032949603
1437.6679473588915, 0.035649623878631874
1686.6968712638386, 0.053381654974082156
1968.0958132808494, 0.07269997312539186
2284.7478836470996, 0.10474452572990157
2665.8929161705328, 0.14197434215951402
3141.5030442120537, 0.18480847932438527
3628.865480421195, 0.24074090399853623
4174.810480458541, 0.3028614087473323
4939.049379059581, 0.3862435573705901
5761.647305139735, 0.47347372696279705
6674.823026457122, 0.5929573960583167
7950.933267770376, 0.7124344933442622
9019.359510207367, 0.8572279146809748
10818.90811666796, 1.027535988082059
12358.122886560806, 1.2117253644956048
14313.41765083232, 1.3708739687080205
23033.110346493562, 2.1451075869409135
27053.664791441843, 2.4735759809161837
31550.519541302645, 2.6835953594607562
43461.65863511425, 3.426217334077476
83566.39104747104, 5.633792248299804
98121.71160318764, 6.294535940119877
114436.87141434781, 6.9691907186444055
134430.92905288818, 7.657638886267987
158390.52242189704, 8.39277734192487
185686.72722789107, 9.082324143287934
219149.92677277522, 10.112290404742014
255224.60892890673, 11.049177301891769
298066.65831395064, 12.036157373238147
352615.1619476515, 12.95588513290225
401440.86769287556, 14.05190812163891
467208.3719837321, 15.52243185646807
544853.2222359593, 16.648934056664736
641197.0295872847, 17.889180204229945
748828.9607061258, 19.492552833841984
873269.2540946088, 20.837277057877124
1019859.4463410514, 22.727967000249265
1200232.3772790055, 24.739545449992
1406925.1574757418, 25.57540904293134
1632148.5958421163, 27.25762369408647
1898682.758434785, 29.42730541665727
2223652.6699863966, 31.718117120700768
2593061.714215336, 33.250934684778876
3023812.926435196, 34.72524207513938
3582370.2769444203, 38.19060398746182
4224369.4625388, 45.53403058556198
4941898.732558765, 49.601515643890295
5802607.348020012, 49.56119807179179
6943961.170106839, 39.240261518286786
7957916.16750565, 49.05476565724874
