# Energy bin | % difference ice_grad_0 | % difference ice_grad_1
0   6.8     0.6
1   0.9     1.0
2   -1.8    0.6
3   -2.4    -0.1
4   -1.7    -1.0
5   -0.6    -1.7
6   0.4     -2.1
7   1.0     -2.2
8   1.0     -2.1
9   0.4     -1.7
10  -0.7    -1.5
11  -1.8    -1.6
12  -2.4    -2.4
